customerid,risk_score,risk_band,churn_probability,tenure_months,contract,internet_service,monthly_charges
0303-UNCIP,23,Low,0.2336,41,One year,DSL,65.0
3865-QBWSJ,23,Low,0.2336,38,Month-to-month,Fiber optic,80.45
1357-MVDOZ,23,Low,0.2333,11,Month-to-month,DSL,59.65
8201-AAXCB,23,Low,0.2333,25,Month-to-month,DSL,60.35
5855-EIBDE,23,Low,0.233,49,Two year,Fiber optic,106.65
7610-TVOPG,23,Low,0.2329,15,Month-to-month,No,26.35
9137-UIYPG,23,Low,0.2329,35,Month-to-month,Fiber optic,106.9
9586-JGQKH,23,Low,0.2329,64,Two year,Fiber optic,105.4
7175-NTIXE,23,Low,0.2329,25,Month-to-month,DSL,76.15
3594-IVHJZ,23,Low,0.2327,2,Month-to-month,No,20.45
6266-QHOJZ,23,Low,0.2327,65,One year,Fiber optic,89.85
3318-ISQFQ,23,Low,0.2323,20,Month-to-month,No,19.5
4626-OZDTJ,23,Low,0.2323,51,One year,DSL,78.65
7123-WQUHX,23,Low,0.2323,38,One year,Fiber optic,95.0
8350-NYMVI,23,Low,0.2322,39,Month-to-month,DSL,41.1
3863-QSTYI,23,Low,0.2322,59,Month-to-month,DSL,64.65
7909-FIOIY,23,Low,0.2321,19,Month-to-month,DSL,24.85
6112-KTHFQ,23,Low,0.2318,13,Month-to-month,No,19.3
5924-IFQTT,23,Low,0.2316,13,Month-to-month,DSL,72.8
7998-ZLXWN,23,Low,0.2315,15,Month-to-month,No,20.45
7108-DGVUU,23,Low,0.2315,21,One year,DSL,71.7
1730-VFMWO,23,Low,0.2314,34,Month-to-month,DSL,50.2
8930-XOTDP,23,Low,0.2313,18,Month-to-month,DSL,55.95
2946-KIQSP,23,Low,0.2312,35,Month-to-month,DSL,33.45
4654-DLAMQ,23,Low,0.2312,64,One year,Fiber optic,97.0
7336-RLLRH,23,Low,0.2311,27,One year,DSL,80.85
7605-SNLQG,23,Low,0.2309,45,Month-to-month,DSL,50.25
9972-NKTFD,23,Low,0.2304,28,Month-to-month,DSL,54.65
9921-EZKBY,23,Low,0.2304,33,Month-to-month,Fiber optic,95.3
2792-VPPET,23,Low,0.2301,3,Month-to-month,No,20.5
7036-ZZKBD,23,Low,0.23,31,Month-to-month,DSL,66.4
4742-DRORA,23,Low,0.23,60,One year,Fiber optic,95.4
4544-RXFMG,23,Low,0.2296,8,One year,DSL,43.45
7669-LCRSD,23,Low,0.2295,12,Month-to-month,DSL,56.3
4670-TABXH,23,Low,0.2292,72,Two year,Fiber optic,109.75
7102-JJVTX,23,Low,0.2292,9,One year,DSL,48.6
9367-TCUYN,23,Low,0.2287,12,Month-to-month,No,20.1
8313-AFGBW,23,Low,0.2287,47,Two year,DSL,73.6
6352-GIGGQ,23,Low,0.2286,67,One year,DSL,88.8
7105-MXJLL,23,Low,0.2283,26,One year,DSL,60.7
4547-FZJWE,23,Low,0.2281,55,One year,DSL,59.45
9330-VOFSZ,23,Low,0.2281,60,Two year,Fiber optic,110.8
9839-ETQOE,23,Low,0.2279,43,Month-to-month,DSL,40.45
0655-YDGFJ,23,Low,0.2276,29,Month-to-month,DSL,48.95
2208-NQBCT,23,Low,0.2275,26,Month-to-month,Fiber optic,81.95
8552-OBVRU,23,Low,0.2274,48,Month-to-month,Fiber optic,104.5
8573-CGOCC,23,Low,0.2273,16,Month-to-month,No,19.75
0080-EMYVY,23,Low,0.2271,14,One year,DSL,51.45
2967-MXRAV,23,Low,0.2267,1,One year,No,18.8
3824-RHKVR,23,Low,0.2266,17,Month-to-month,No,19.7
7080-TNUWP,23,Low,0.2265,70,One year,Fiber optic,95.0
4501-UYKBC,23,Low,0.2264,46,One year,DSL,69.1
8065-QBYTO,23,Low,0.2261,71,One year,Fiber optic,99.65
7459-IMVYU,23,Low,0.2255,38,Month-to-month,DSL,69.95
1397-XKKWR,23,Low,0.2254,7,One year,DSL,35.3
2159-TURXX,22,Low,0.225,5,Month-to-month,No,20.05
9308-ANMVE,22,Low,0.2246,47,Month-to-month,DSL,55.3
3733-UOCWF,22,Low,0.2246,61,One year,Fiber optic,85.55
4906-ZHGPK,22,Low,0.2245,54,One year,DSL,70.7
5018-HEKFO,22,Low,0.2245,10,Month-to-month,No,24.5
0975-UYDTX,22,Low,0.2244,26,One year,DSL,90.1
7654-YWJUF,22,Low,0.2243,43,One year,Fiber optic,84.25
5025-GOOKI,22,Low,0.2242,20,Month-to-month,No,18.9
0953-LGOVU,22,Low,0.224,12,Month-to-month,DSL,35.5
4079-ULGFR,22,Low,0.224,16,Month-to-month,No,20.0
9626-VFRGG,22,Low,0.224,41,Month-to-month,Fiber optic,88.5
8847-GEOOQ,22,Low,0.2239,60,Month-to-month,DSL,60.2
6993-YGFJV,22,Low,0.2235,69,Two year,Fiber optic,112.55
8138-EALND,22,Low,0.2234,15,Month-to-month,No,19.75
3470-BTGQO,22,Low,0.2229,21,Month-to-month,DSL,45.65
0347-UBKUZ,22,Low,0.2229,15,Month-to-month,No,19.9
6603-QWSPR,22,Low,0.2227,46,Two year,Fiber optic,104.4
4456-RHSNB,22,Low,0.2221,19,Month-to-month,DSL,49.6
8318-LCNBW,22,Low,0.222,35,One year,DSL,53.15
8226-BXGES,22,Low,0.222,64,One year,Fiber optic,89.45
7746-QYVCO,22,Low,0.222,16,One year,DSL,55.85
8727-XDPUD,22,Low,0.2219,37,Two year,DSL,35.8
2055-BFOCC,22,Low,0.2218,63,One year,DSL,84.0
6196-HBOBZ,22,Low,0.2216,65,Two year,Fiber optic,99.35
5468-BPMMO,22,Low,0.2216,46,Month-to-month,No,19.6
9309-BZGNT,22,Low,0.2214,69,One year,DSL,29.8
1136-XGEQU,22,Low,0.2211,50,One year,DSL,84.15
7874-ECPQJ,22,Low,0.221,4,Month-to-month,No,20.05
2085-JVGAD,22,Low,0.2209,37,Month-to-month,No,20.35
9691-HKOVS,22,Low,0.2207,55,One year,DSL,90.15
3259-KNMRR,22,Low,0.2207,57,Two year,DSL,79.75
8184-WMOFI,22,Low,0.2206,62,One year,DSL,71.4
3621-CHYVB,22,Low,0.2205,57,Month-to-month,DSL,49.9
8929-KSWIH,22,Low,0.2204,25,Two year,Fiber optic,99.3
0696-UKTOX,22,Low,0.22,23,Month-to-month,DSL,54.15
2740-JFBOK,22,Low,0.22,10,Month-to-month,No,24.0
4429-WYGFR,22,Low,0.22,26,Month-to-month,DSL,49.15
8405-IGQFX,22,Low,0.2199,63,One year,Fiber optic,90.05
0380-ZCSBI,22,Low,0.2199,10,Month-to-month,No,20.0
1552-TKMXS,22,Low,0.2197,42,Month-to-month,No,20.35
7531-GQHME,22,Low,0.2196,12,Month-to-month,No,20.05
2923-ARZLG,22,Low,0.2196,0,One year,No,19.7
4667-QONEA,22,Low,0.2194,60,One year,DSL,74.85
8782-NUUOL,22,Low,0.2194,60,One year,DSL,79.0
8996-ZROXE,22,Low,0.2191,57,One year,DSL,53.5
6156-UZDLF,22,Low,0.2187,26,One year,Fiber optic,87.15
6992-TKNYO,22,Low,0.2186,38,One year,DSL,69.0
9146-JRIOX,22,Low,0.2185,14,Month-to-month,No,25.55
5756-JYOJT,22,Low,0.2183,11,One year,DSL,64.9
4002-BQWPQ,22,Low,0.2183,25,Month-to-month,DSL,81.75
0565-JUPYD,22,Low,0.2182,63,One year,Fiber optic,104.5
8646-JCOMS,22,Low,0.2181,66,One year,Fiber optic,90.55
4926-UMJZD,22,Low,0.2179,31,Month-to-month,DSL,49.2
2361-FJWNO,22,Low,0.2174,40,One year,DSL,36.0
9031-ZVQPT,22,Low,0.2171,72,Two year,Fiber optic,108.2
6088-BXMRG,22,Low,0.2166,32,Month-to-month,Fiber optic,98.85
6568-POCUI,22,Low,0.2165,45,Two year,Fiber optic,95.2
8409-WQJUX,22,Low,0.2163,25,One year,DSL,54.2
6250-CGGUN,22,Low,0.2158,54,One year,Fiber optic,84.4
3920-HIHMQ,22,Low,0.2156,26,Month-to-month,DSL,49.5
4616-EWBNJ,22,Low,0.2154,16,One year,No,20.1
9762-YAQAA,22,Low,0.2152,39,One year,Fiber optic,81.4
0635-WKOLD,22,Low,0.2151,40,One year,DSL,70.75
7279-NMVJC,22,Low,0.2151,17,One year,No,19.9
5709-LVOEQ,21,Low,0.2148,0,Two year,DSL,80.85
2428-ZMCTB,21,Low,0.2147,10,Month-to-month,No,19.75
7013-PSXHK,21,Low,0.2146,40,One year,DSL,80.75
5915-DGNVC,21,Low,0.2143,49,One year,DSL,71.8
9931-KGHOA,21,Low,0.2141,46,Month-to-month,DSL,55.0
1563-IWQEX,21,Low,0.214,12,Month-to-month,No,19.7
9592-ERDKV,21,Low,0.214,37,One year,DSL,79.25
3404-JNXAX,21,Low,0.214,51,Month-to-month,Fiber optic,80.75
1732-FEKLD,21,Low,0.2139,54,One year,Fiber optic,94.75
9070-BCKQP,21,Low,0.2137,72,Two year,Fiber optic,110.15
8731-WBBMB,21,Low,0.2135,26,Month-to-month,DSL,81.9
9209-NWPGU,21,Low,0.2133,44,One year,DSL,65.4
0536-BGFMZ,21,Low,0.2131,28,Month-to-month,No,20.5
3545-CNWRG,21,Low,0.2131,49,Month-to-month,Fiber optic,98.35
6979-TNDEU,21,Low,0.2131,8,Month-to-month,No,19.2
1090-ESELR,21,Low,0.2131,72,Two year,Fiber optic,105.5
2746-DIJLO,21,Low,0.2128,41,One year,DSL,56.3
9504-DSHWM,21,Low,0.2128,20,Month-to-month,DSL,59.2
5161-XEUVX,21,Low,0.2126,37,Two year,Fiber optic,94.3
9619-GSATL,21,Low,0.2125,43,One year,DSL,55.45
1898-JSNDC,21,Low,0.2125,39,One year,DSL,58.6
6040-CGACY,21,Low,0.2123,15,Month-to-month,No,19.6
4139-JPIAM,21,Low,0.2123,51,Month-to-month,DSL,44.45
8942-DBMHZ,21,Low,0.2123,12,Month-to-month,No,20.45
9351-LZYGF,21,Low,0.2123,42,Month-to-month,DSL,66.4
0083-PIVIK,21,Low,0.2122,64,One year,DSL,81.25
1465-WCZVT,21,Low,0.2122,3,Month-to-month,No,19.65
4936-YPJNK,21,Low,0.2121,10,Month-to-month,No,19.9
5084-OOVCJ,21,Low,0.2117,17,Month-to-month,DSL,55.35
3181-MIZBN,21,Low,0.2114,16,Month-to-month,No,19.75
2732-ISEZX,21,Low,0.2114,5,Month-to-month,No,20.5
5671-RQRLP,21,Low,0.2113,70,Two year,Fiber optic,75.65
9971-ZWPBF,21,Low,0.2113,34,Month-to-month,Fiber optic,108.9
1353-GHZOS,21,Low,0.2113,22,One year,DSL,59.75
8085-MSNLK,21,Low,0.2113,62,Two year,Fiber optic,113.95
2023-VQFDL,21,Low,0.2111,18,Month-to-month,No,19.0
3915-ODIYG,21,Low,0.211,60,One year,DSL,71.75
9866-OCCKE,21,Low,0.2108,72,Two year,Fiber optic,109.75
9929-PLVPA,21,Low,0.2108,4,Month-to-month,No,20.4
4182-BGSIQ,21,Low,0.2106,10,Month-to-month,No,19.8
0496-AHOOK,21,Low,0.2103,24,One year,DSL,74.4
3174-RKMOW,21,Low,0.2103,35,Month-to-month,Fiber optic,109.95
1763-KUAAW,21,Low,0.2101,18,One year,No,20.35
4903-CNOZC,21,Low,0.2098,29,One year,DSL,70.9
4039-PIMHX,21,Low,0.2098,49,Two year,DSL,49.8
2988-QRAJY,21,Low,0.2098,69,Two year,Fiber optic,110.05
8050-WYBND,21,Low,0.2097,22,One year,DSL,49.45
5448-VWNAM,21,Low,0.2097,19,Month-to-month,DSL,75.9
1385-TQOZW,21,Low,0.2094,9,Month-to-month,No,20.45
9995-HOTOH,21,Low,0.2092,63,Two year,DSL,59.0
6296-DDOOR,21,Low,0.2089,19,One year,DSL,58.2
0074-HDKDG,21,Low,0.2089,25,One year,DSL,61.6
6476-YHMGA,21,Low,0.2089,15,Month-to-month,DSL,76.5
8317-BVKSO,21,Low,0.2089,14,Month-to-month,No,20.05
9101-NTIXF,21,Low,0.2088,2,Month-to-month,No,19.4
3061-BCKYI,21,Low,0.2088,14,Month-to-month,No,19.9
0930-EHUZA,21,Low,0.2088,36,One year,DSL,76.35
1845-CSBRZ,21,Low,0.2086,22,Month-to-month,Fiber optic,85.35
6933-FHBZC,21,Low,0.2085,26,One year,DSL,56.05
7219-TLZHO,21,Low,0.2085,4,Month-to-month,No,20.85
1360-RCYRT,21,Low,0.2081,23,Month-to-month,DSL,30.35
7868-TMWMZ,21,Low,0.208,60,Two year,Fiber optic,110.0
6231-WFGFH,21,Low,0.2078,4,Month-to-month,No,20.5
4274-DRSQT,21,Low,0.2077,66,One year,Fiber optic,88.9
9092-GDZKO,21,Low,0.2077,22,Month-to-month,No,24.85
3524-WQDSG,21,Low,0.2074,43,Month-to-month,Fiber optic,99.3
0840-DCNZE,21,Low,0.2074,47,One year,DSL,86.95
5397-TUPSH,21,Low,0.2073,65,One year,Fiber optic,70.95
0716-BQNDX,21,Low,0.2069,57,Two year,Fiber optic,93.75
7094-MSZAO,21,Low,0.2064,10,Month-to-month,No,20.05
6778-JFCMK,21,Low,0.2064,24,One year,DSL,50.6
7674-YTAFD,21,Low,0.2062,33,One year,Fiber optic,79.95
4884-TVUQF,21,Low,0.2062,57,Two year,Fiber optic,101.3
4751-ERMAN,21,Low,0.206,72,Two year,DSL,75.4
5327-XOKKY,21,Low,0.206,72,Two year,DSL,73.45
5032-USPKF,21,Low,0.206,38,One year,DSL,84.1
8384-FZBJK,21,Low,0.2059,57,Month-to-month,Fiber optic,100.6
4304-TSPVK,21,Low,0.2059,68,Two year,Fiber optic,114.9
6838-HVLXG,21,Low,0.2057,12,Month-to-month,No,20.3
5110-CHOPY,21,Low,0.2057,60,Two year,DSL,53.6
0096-FCPUF,21,Low,0.2056,30,Month-to-month,DSL,64.5
9391-TTOYH,21,Low,0.2055,23,Month-to-month,No,19.5
9199-PWQVC,21,Low,0.2053,63,One year,DSL,79.7
5522-NYKPB,21,Low,0.2052,25,Month-to-month,Fiber optic,85.9
5701-GUXDC,21,Low,0.2051,26,One year,DSL,35.4
1137-DGOWI,20,Low,0.205,30,One year,DSL,70.25
5396-IZEPB,20,Low,0.2049,9,Month-to-month,No,19.7
4797-MIWUM,20,Low,0.2049,7,Month-to-month,No,20.25
8041-TMEID,20,Low,0.2045,63,Two year,Fiber optic,108.5
8410-BGQXN,20,Low,0.2042,4,Month-to-month,No,19.4
4821-SJHJV,20,Low,0.2041,32,Month-to-month,Fiber optic,89.6
3999-WRNGR,20,Low,0.2038,60,Month-to-month,DSL,49.75
8457-XIGKN,20,Low,0.2035,20,Month-to-month,No,19.6
9134-WYRVP,20,Low,0.2033,51,One year,Fiber optic,86.35
7785-RDVIG,20,Low,0.2033,3,Month-to-month,No,19.3
5872-OEQNH,20,Low,0.2029,60,One year,DSL,44.45
8963-MQVYN,20,Low,0.2028,22,Month-to-month,No,20.55
6211-WWLTF,20,Low,0.2024,63,Two year,Fiber optic,99.7
4137-JOPHL,20,Low,0.2024,50,Two year,Fiber optic,89.7
8261-GWDBQ,20,Low,0.2024,60,Two year,Fiber optic,116.05
0366-NQSHS,20,Low,0.2023,2,Month-to-month,No,19.35
2363-BJLSL,20,Low,0.2022,62,Month-to-month,DSL,80.4
4011-ARPHK,20,Low,0.2022,27,Month-to-month,DSL,50.35
0787-LHDYT,20,Low,0.202,16,Month-to-month,No,20.6
3714-XPXBW,20,Low,0.2019,37,Month-to-month,DSL,78.9
0835-JKADZ,20,Low,0.2019,71,Two year,Fiber optic,111.25
5955-EPOAZ,20,Low,0.2018,6,Month-to-month,No,20.95
1162-ECVII,20,Low,0.2016,72,Two year,Fiber optic,109.75
6341-JVQGF,20,Low,0.2016,31,One year,DSL,81.15
5151-HQRDG,20,Low,0.2011,37,Month-to-month,DSL,55.05
1991-VOPLL,20,Low,0.2011,9,Month-to-month,No,19.05
2911-IJORQ,20,Low,0.201,37,One year,DSL,90.6
4223-BKEOR,20,Low,0.201,21,One year,DSL,64.85
7976-CICYS,20,Low,0.2009,4,Month-to-month,No,20.7
8220-OCUFY,20,Low,0.2009,21,One year,DSL,60.25
9555-SAHUZ,20,Low,0.2007,38,Month-to-month,DSL,54.5
7989-VCQOH,20,Low,0.2004,18,Month-to-month,DSL,83.25
8591-NXRCV,20,Low,0.2003,41,Month-to-month,DSL,74.65
7110-BDTWG,20,Low,0.2,71,Two year,DSL,47.05
8378-LKJAF,20,Low,0.1998,38,Month-to-month,Fiber optic,101.15
9909-IDLEK,20,Low,0.1998,20,Month-to-month,Fiber optic,96.8
1755-RMCXH,20,Low,0.1997,2,Month-to-month,No,20.3
7777-UNYHB,20,Low,0.1995,12,Month-to-month,No,20.1
2239-CFOUJ,20,Low,0.1994,1,One year,No,20.4
8498-XXGWA,20,Low,0.1993,65,Month-to-month,DSL,55.15
2636-SJDOU,20,Low,0.1987,64,One year,Fiber optic,84.3
7576-ASEJU,20,Low,0.1987,41,One year,DSL,74.7
8348-JLBUG,20,Low,0.1986,64,One year,Fiber optic,80.3
2364-UFROM,20,Low,0.1981,30,One year,DSL,70.4
8659-HDIYE,20,Low,0.1981,64,Month-to-month,DSL,74.65
5863-OOKCL,20,Low,0.1979,10,Month-to-month,No,18.85
0815-MFZGM,20,Low,0.1979,42,Two year,Fiber optic,99.0
3908-MKIMJ,20,Low,0.1978,68,Two year,DSL,41.95
6869-FGJJC,20,Low,0.1978,68,One year,Fiber optic,79.6
6408-OTUBZ,20,Low,0.1974,66,One year,Fiber optic,104.55
7426-WEIJX,20,Low,0.1972,60,Month-to-month,Fiber optic,80.95
0516-QREYC,20,Low,0.1972,24,Month-to-month,No,20.3
0134-XWXCE,20,Low,0.1971,44,One year,DSL,74.85
5414-OFQCB,20,Low,0.197,57,Two year,Fiber optic,90.45
1744-JHKYS,20,Low,0.1966,34,Month-to-month,No,24.7
1794-SWWKL,20,Low,0.1965,15,Month-to-month,DSL,59.65
0285-INHLN,20,Low,0.1965,27,Month-to-month,DSL,54.75
9763-GRSKD,20,Low,0.1964,13,Month-to-month,DSL,49.95
0980-PVMRC,20,Low,0.1962,40,Month-to-month,DSL,50.85
0089-IIQKO,20,Low,0.1961,39,Month-to-month,Fiber optic,99.95
0208-BPQEJ,20,Low,0.196,12,Month-to-month,No,19.4
6253-WRFHY,20,Low,0.196,13,One year,DSL,64.75
0254-FNMCI,20,Low,0.1957,72,Two year,Fiber optic,109.9
3750-RNQKR,20,Low,0.1957,12,Month-to-month,No,19.45
1535-VTJOQ,20,Low,0.1956,24,Two year,No,25.15
5307-UVGNB,20,Low,0.1956,53,Month-to-month,DSL,48.7
4430-YHXGG,20,Low,0.1955,4,Month-to-month,No,25.45
3705-RHRFR,20,Low,0.1952,69,Two year,Fiber optic,99.15
3623-FQBOX,20,Low,0.1951,21,Month-to-month,No,19.95
6131-JLWZM,19,Low,0.1947,13,Month-to-month,No,20.3
7587-AOVVU,19,Low,0.1946,27,Month-to-month,Fiber optic,100.75
3154-CFSZG,19,Low,0.1944,47,Month-to-month,Fiber optic,90.05
0824-VWDPO,19,Low,0.1943,45,One year,Fiber optic,96.75
2558-BUOZZ,19,Low,0.1942,47,One year,Fiber optic,94.8
9720-JJJOR,19,Low,0.1939,41,One year,DSL,60.3
4939-KYYPY,19,Low,0.1938,27,Month-to-month,DSL,59.45
1154-HYWWO,19,Low,0.1938,38,One year,DSL,70.6
3658-QQJYD,19,Low,0.1936,62,One year,DSL,74.3
6303-KFWSL,19,Low,0.1932,29,One year,DSL,55.25
5777-KJIRB,19,Low,0.1931,40,One year,DSL,50.25
4881-GQJTW,19,Low,0.1931,14,Month-to-month,No,19.6
6732-FZUGP,19,Low,0.193,47,One year,Fiber optic,94.9
5049-MUBWG,19,Low,0.193,26,One year,DSL,75.0
9251-WNSOD,19,Low,0.1929,67,One year,DSL,75.1
5898-IGSLP,19,Low,0.1929,31,Month-to-month,Fiber optic,89.3
4003-OCTMP,19,Low,0.1928,31,One year,DSL,64.0
3209-ZPKFI,19,Low,0.1926,47,Month-to-month,DSL,54.25
8406-LNMHF,19,Low,0.1924,59,One year,Fiber optic,82.95
5092-STPKP,19,Low,0.1919,24,Month-to-month,DSL,56.35
4922-CVPDX,19,Low,0.1918,26,Two year,DSL,73.5
8400-WZICQ,19,Low,0.1917,55,Month-to-month,DSL,55.7
0621-JFHOL,19,Low,0.1916,10,Two year,DSL,29.6
6121-TNHBO,19,Low,0.1915,63,One year,DSL,83.0
5343-SGUBI,19,Low,0.1915,52,One year,Fiber optic,80.2
5393-HJZSM,19,Low,0.1915,32,Month-to-month,DSL,76.3
4418-LZMSV,19,Low,0.1914,13,Month-to-month,DSL,61.8
3572-UOLYZ,19,Low,0.1913,46,Month-to-month,Fiber optic,84.8
5934-TSSAU,19,Low,0.1912,23,Month-to-month,Fiber optic,75.3
0356-OBMAC,19,Low,0.1911,56,Two year,Fiber optic,99.9
6661-EIPZC,19,Low,0.1909,48,Month-to-month,DSL,29.5
2578-JQPHZ,19,Low,0.1907,44,Two year,Fiber optic,100.1
6648-INWPS,19,Low,0.1905,16,Month-to-month,No,20.15
7919-ZODZZ,19,Low,0.1901,10,One year,DSL,65.9
8910-ICHIU,19,Low,0.19,46,One year,Fiber optic,95.65
6967-QIQRV,19,Low,0.1899,15,One year,Fiber optic,101.9
1614-JBEBI,19,Low,0.1898,8,Month-to-month,No,20.7
6242-FEGFD,19,Low,0.1897,66,Two year,Fiber optic,96.6
5998-DZLYR,19,Low,0.1897,61,Two year,Fiber optic,94.35
4422-QVIJA,19,Low,0.1895,35,Month-to-month,DSL,50.15
1140-UKVZG,19,Low,0.1894,17,Month-to-month,No,24.8
1226-JZNKR,19,Low,0.1894,8,One year,No,19.8
6416-JNVRK,19,Low,0.1891,46,One year,DSL,55.65
4830-FAXFM,19,Low,0.189,19,Month-to-month,No,24.1
2511-MORQY,19,Low,0.1889,50,One year,DSL,54.9
1937-OTUKY,19,Low,0.1888,72,Two year,Fiber optic,98.2
2316-ESMLS,19,Low,0.1888,12,One year,DSL,33.15
0853-TWRVK,19,Low,0.1887,72,Two year,Fiber optic,105.6
2450-ZKEED,19,Low,0.1887,11,One year,DSL,53.8
4837-QUSFT,19,Low,0.1883,65,One year,Fiber optic,100.15
6663-JOCQO,19,Low,0.1882,31,One year,DSL,75.25
8071-SBTRN,19,Low,0.1882,70,Two year,Fiber optic,111.15
3397-AVTKU,19,Low,0.1881,43,Two year,DSL,60.0
4159-NAAIX,19,Low,0.188,63,Two year,Fiber optic,97.45
1474-JUWSM,19,Low,0.1874,58,One year,DSL,68.4
1045-LTCYT,19,Low,0.1872,8,Month-to-month,No,21.05
7361-YPXFS,19,Low,0.1871,28,Month-to-month,DSL,64.45
0187-WZNAB,19,Low,0.187,27,Month-to-month,Fiber optic,74.4
7234-KMNRQ,19,Low,0.1869,4,Month-to-month,No,19.0
3137-NYQQI,19,Low,0.1868,17,One year,DSL,64.8
2580-ASVVY,19,Low,0.1866,37,Two year,DSL,45.4
7184-LRUUR,19,Low,0.1862,22,One year,DSL,65.25
7595-EHCDL,19,Low,0.1859,32,Month-to-month,DSL,50.6
7542-CYDDM,19,Low,0.1857,18,Month-to-month,No,20.05
6784-XYJAE,19,Low,0.1857,36,One year,DSL,55.8
8003-EWNDZ,19,Low,0.1856,10,Month-to-month,No,21.2
1525-LNLOJ,19,Low,0.1855,66,Two year,DSL,63.3
7954-MLBUN,18,Low,0.1849,31,Two year,Fiber optic,99.45
7299-GNVPL,18,Low,0.1846,23,Month-to-month,Fiber optic,84.4
3682-YEUWS,18,Low,0.1846,10,Month-to-month,No,24.4
9388-ZEYVT,18,Low,0.1845,43,One year,DSL,44.15
7100-FQPRV,18,Low,0.1845,43,One year,DSL,71.9
2192-CKRLV,18,Low,0.1843,72,Two year,DSL,49.2
1061-PNTHC,18,Low,0.1841,56,Month-to-month,Fiber optic,109.6
2202-OUTMO,18,Low,0.1838,34,Month-to-month,DSL,60.85
5120-ZBLAI,18,Low,0.1838,50,One year,DSL,75.7
6339-TBELP,18,Low,0.1837,71,Two year,Fiber optic,86.4
7826-VVKWT,18,Low,0.1833,24,Two year,Fiber optic,96.55
5327-CNLUQ,18,Low,0.1832,48,Two year,Fiber optic,96.9
0377-JBKKT,18,Low,0.1832,22,Month-to-month,DSL,57.95
8314-DPQHL,18,Low,0.183,9,One year,DSL,50.8
4366-CTOUZ,18,Low,0.183,50,Two year,Fiber optic,100.2
9052-DHNKM,18,Low,0.1828,26,One year,DSL,61.55
4091-TVOCN,18,Low,0.1827,48,One year,DSL,78.75
5555-RNPGT,18,Low,0.1826,10,Month-to-month,No,24.8
7994-XIRTR,18,Low,0.1825,54,One year,DSL,65.25
1708-PBBOA,18,Low,0.1824,42,One year,DSL,54.75
3205-MXZRA,18,Low,0.182,26,One year,DSL,59.45
4472-LVYGI,18,Low,0.182,0,Two year,DSL,52.55
6286-ZHAOK,18,Low,0.1819,20,Month-to-month,No,25.55
6718-BDGHG,18,Low,0.1818,43,One year,DSL,64.85
1122-YJBCS,18,Low,0.1818,69,One year,DSL,53.65
6092-QZVPP,18,Low,0.1816,36,Month-to-month,DSL,79.2
8439-LTUGF,18,Low,0.1813,10,Month-to-month,No,20.0
4747-LCAQL,18,Low,0.1812,25,Month-to-month,DSL,79.0
8100-HZZLJ,18,Low,0.1811,43,Month-to-month,DSL,63.95
6685-GBWJZ,18,Low,0.181,63,One year,DSL,70.8
1539-LNKHM,18,Low,0.181,12,Month-to-month,No,20.4
6440-DKQGE,18,Low,0.1809,30,One year,DSL,64.5
1984-GPTEH,18,Low,0.1808,29,Month-to-month,No,25.15
8246-SHFGA,18,Low,0.1802,17,Month-to-month,No,21.1
8780-RSYYU,18,Low,0.1802,25,Month-to-month,No,19.2
5304-EFJLP,18,Low,0.1801,72,Two year,Fiber optic,111.65
3280-MRDOF,18,Low,0.18,30,Two year,DSL,69.1
4730-AWNAU,18,Low,0.1799,36,One year,DSL,60.7
3551-GAEGL,18,Low,0.1799,34,One year,DSL,30.4
2361-UPSND,18,Low,0.1797,46,One year,DSL,70.6
4104-PVRPS,18,Low,0.1797,24,Month-to-month,DSL,53.6
3506-OVLKD,18,Low,0.1796,35,One year,No,26.2
0725-CXOTM,18,Low,0.1795,36,One year,DSL,89.65
1576-PFZIW,18,Low,0.1795,70,Two year,Fiber optic,105.35
7706-DZNKK,18,Low,0.1795,11,Month-to-month,No,20.45
9046-DQMTP,18,Low,0.1794,35,Month-to-month,No,20.75
5090-EMGTC,18,Low,0.1793,59,Two year,Fiber optic,100.05
4957-TIALW,18,Low,0.1792,15,One year,DSL,65.6
9822-BIIGN,18,Low,0.1792,53,Month-to-month,DSL,71.85
7923-IYJWY,18,Low,0.1791,67,Two year,Fiber optic,116.1
0549-CYCQN,18,Low,0.1791,51,One year,Fiber optic,79.6
1064-FBXNK,18,Low,0.179,1,One year,No,19.85
7839-NUIAA,18,Low,0.179,61,Month-to-month,DSL,59.8
4353-HYOJD,18,Low,0.1789,27,Month-to-month,DSL,49.85
2887-JPYLU,18,Low,0.1786,41,Month-to-month,DSL,45.2
1839-UMACK,18,Low,0.1786,42,One year,No,25.05
3229-USWAR,18,Low,0.1783,34,One year,DSL,79.95
7833-PKIHD,18,Low,0.1783,51,One year,DSL,76.4
5222-JCXZT,18,Low,0.1781,4,Month-to-month,No,19.0
8851-RAGOV,18,Low,0.1781,25,Month-to-month,DSL,71.05
4801-KFYKL,18,Low,0.1781,8,Month-to-month,No,19.45
8496-DMZUK,18,Low,0.178,30,One year,Fiber optic,90.4
2272-WUSPA,18,Low,0.178,72,Two year,Fiber optic,110.75
1810-MVMAI,18,Low,0.1778,30,Month-to-month,DSL,67.6
5693-PIPCS,18,Low,0.1777,41,Two year,Fiber optic,99.65
2925-MXLSX,18,Low,0.1776,30,One year,DSL,68.95
