CustomerID,risk_score,risk_band,churn_probability,Tenure Months,Contract,Internet Service,Monthly Charges,recommended_actions
4912-PIGUY,94,High,0.9381,1,Month-to-month,Fiber optic,84.6,Offer a term contract; Add Online Security (incentive)
1397-XKKWR,26,Low,0.258,7,One year,DSL,35.3,Add Tech Support; Move to automatic payment
3255-GRXMG,26,Low,0.2579,18,Month-to-month,DSL,45.65,Offer a term contract; Add Online Security (incentive)
7184-LRUUR,26,Low,0.2576,22,One year,DSL,65.25,Add Online Security (incentive); Add Tech Support
8261-GWDBQ,26,Low,0.2575,60,Two year,Fiber optic,116.05,Relationship check-in
4430-YHXGG,26,Low,0.2571,4,Month-to-month,No,25.45,Offer a term contract; Move to automatic payment
1282-IHQAC,26,Low,0.257,70,One year,DSL,44.05,Add Online Security (incentive); Add Tech Support
1680-VDCWW,26,Low,0.2568,12,One year,No,19.8,Relationship check-in
9589-ABEPT,26,Low,0.2567,69,Two year,Fiber optic,92.45,Add Online Security (incentive); Move to automatic payment
0997-YTLNY,26,Low,0.2566,19,Month-to-month,DSL,48.8,Offer a term contract; Add Online Security (incentive)
6080-TCMYC,26,Low,0.2566,40,Month-to-month,Fiber optic,81.2,Offer a term contract; Add Online Security (incentive)
5120-ZBLAI,26,Low,0.2563,50,One year,DSL,75.7,Add Online Security (incentive); Add Tech Support
9837-FWLCH,26,Low,0.2563,12,Month-to-month,No,19.2,Offer a term contract; Move to automatic payment
2739-CCZMB,26,Low,0.2561,5,Month-to-month,No,20.35,Offer a term contract
2361-FJWNO,26,Low,0.2561,40,One year,DSL,36.0,Add Online Security (incentive)
3146-JTQHR,26,Low,0.256,10,One year,No,19.6,Relationship check-in
5447-VYTKW,26,Low,0.2559,27,Month-to-month,DSL,53.45,Offer a term contract; Move to automatic payment
6303-KFWSL,26,Low,0.2556,29,One year,DSL,55.25,Add Online Security (incentive); Add Tech Support
5712-VBOXD,26,Low,0.2551,4,Month-to-month,No,20.15,Offer a term contract
2710-WYVXG,26,Low,0.2551,3,Two year,DSL,71.1,Move to automatic payment
7110-BDTWG,25,Low,0.2546,71,Two year,DSL,47.05,Add Online Security (incentive); Move to automatic payment
9388-ZEYVT,25,Low,0.2545,43,One year,DSL,44.15,Add Online Security (incentive); Move to automatic payment
1334-PDUKM,25,Low,0.2545,68,One year,Fiber optic,86.45,Add Online Security (incentive); Add Tech Support
6211-WWLTF,25,Low,0.2539,63,Two year,Fiber optic,99.7,Add Tech Support
8746-OQQRW,25,Low,0.2538,4,Month-to-month,No,25.25,Offer a term contract; Move to automatic payment
4879-GZLFH,25,Low,0.2538,42,Month-to-month,Fiber optic,92.15,Offer a term contract; Add Online Security (incentive)
0787-LHDYT,25,Low,0.2537,16,Month-to-month,No,20.6,Offer a term contract
4422-QVIJA,25,Low,0.2537,35,Month-to-month,DSL,50.15,Offer a term contract; Add Online Security (incentive)
4508-OEBEY,25,Low,0.2536,31,One year,DSL,75.5,Relationship check-in
4770-QAZXN,25,Low,0.2533,13,Month-to-month,No,19.45,Offer a term contract
6416-JNVRK,25,Low,0.2533,46,One year,DSL,55.65,Add Online Security (incentive); Add Tech Support
1877-HKBQX,25,Low,0.2532,11,One year,DSL,54.6,Move to automatic payment
6366-XIVKZ,25,Low,0.2531,13,Month-to-month,DSL,63.15,Offer a term contract; Add Tech Support
6718-BDGHG,25,Low,0.253,43,One year,DSL,64.85,Add Online Security (incentive)
3370-GQEAL,25,Low,0.2528,30,Month-to-month,Fiber optic,85.45,Offer a term contract; Add Online Security (incentive)
2061-VVFST,25,Low,0.2527,37,Month-to-month,No,19.5,Offer a term contract
6257-DTAYD,25,Low,0.2526,71,Two year,Fiber optic,104.15,Add Online Security (incentive)
1371-DWPAZ,25,Low,0.2526,0,Two year,DSL,56.05,Relationship check-in
5524-KHNJP,25,Low,0.2524,33,One year,DSL,74.75,Add Tech Support
7055-JCGNI,25,Low,0.2522,70,Two year,Fiber optic,111.95,Relationship check-in
6121-TNHBO,25,Low,0.2522,63,One year,DSL,83.0,Relationship check-in
1140-UKVZG,25,Low,0.2521,17,Month-to-month,No,24.8,Offer a term contract; Move to automatic payment
2483-XSSMZ,25,Low,0.2521,39,One year,DSL,47.85,Add Tech Support; Move to automatic payment
7672-VFMXZ,25,Low,0.252,57,Month-to-month,DSL,55.7,Offer a term contract; Move to automatic payment
4501-UYKBC,25,Low,0.2518,46,One year,DSL,69.1,Add Online Security (incentive)
6250-CGGUN,25,Low,0.2516,54,One year,Fiber optic,84.4,Move to automatic payment
4759-PXTAN,25,Low,0.2515,59,One year,DSL,80.1,Add Online Security (incentive); Move to automatic payment
7521-YXVZY,25,Low,0.2515,3,Month-to-month,No,19.95,Offer a term contract; Move to automatic payment
7219-TLZHO,25,Low,0.2514,4,Month-to-month,No,20.85,Offer a term contract; Move to automatic payment
2363-BJLSL,25,Low,0.2513,62,Month-to-month,DSL,80.4,Offer a term contract; Add Online Security (incentive)
0254-FNMCI,25,Low,0.2511,72,Two year,Fiber optic,109.9,Move to automatic payment
6727-IOTLZ,25,Low,0.2511,14,Two year,DSL,81.95,Add Online Security (incentive); Move to automatic payment
0620-XEFWH,25,Low,0.2509,4,Month-to-month,No,18.85,Offer a term contract; Move to automatic payment
8189-DUKMV,25,Low,0.2506,4,One year,No,20.5,Relationship check-in
4091-TVOCN,25,Low,0.2506,48,One year,DSL,78.75,Add Tech Support
2798-NYLMZ,25,Low,0.2506,71,Two year,Fiber optic,108.55,Relationship check-in
5934-TSSAU,25,Low,0.2504,23,Month-to-month,Fiber optic,75.3,Offer a term contract; Add Online Security (incentive)
6999-CHVCF,25,Low,0.2501,68,Two year,Fiber optic,102.1,Add Tech Support
5716-LIBJC,25,Low,0.2501,13,One year,Fiber optic,104.15,Add Online Security (incentive); Add Tech Support
3675-YDUPJ,25,Low,0.2499,10,Month-to-month,No,19.85,Offer a term contract; Move to automatic payment
4369-NYSCF,25,Low,0.2499,56,One year,DSL,75.75,Add Online Security (incentive)
1099-GODLO,25,Low,0.2494,1,Two year,No,20.35,Move to automatic payment
8318-LCNBW,25,Low,0.249,35,One year,DSL,53.15,Add Tech Support
6278-FEPBZ,25,Low,0.2489,9,Month-to-month,No,20.25,Offer a term contract; Move to automatic payment
5018-HEKFO,25,Low,0.2488,10,Month-to-month,No,24.5,Offer a term contract; Move to automatic payment
4001-TSBTV,25,Low,0.2487,58,Month-to-month,Fiber optic,91.55,Offer a term contract; Add Online Security (incentive)
8050-WYBND,25,Low,0.2486,22,One year,DSL,49.45,Add Online Security (incentive); Add Tech Support
7311-MQJCH,25,Low,0.2485,5,One year,No,19.55,Move to automatic payment
7816-VGHTO,25,Low,0.2483,6,Two year,DSL,40.55,Add Online Security (incentive); Move to automatic payment
7677-SJJJK,25,Low,0.2483,8,One year,No,19.9,Relationship check-in
7707-PYBBH,25,Low,0.2482,40,Month-to-month,DSL,61.9,Offer a term contract; Move to automatic payment
5339-TJFEK,25,Low,0.2479,62,Month-to-month,Fiber optic,105.5,Offer a term contract; Add Tech Support
6195-MELTI,25,Low,0.2478,57,One year,DSL,54.65,Add Online Security (incentive); Move to automatic payment
1353-GHZOS,25,Low,0.2478,22,One year,DSL,59.75,Add Tech Support
9817-APLHW,25,Low,0.2475,12,Month-to-month,No,25.0,Offer a term contract; Move to automatic payment
7838-LAZFO,25,Low,0.2474,45,One year,DSL,78.8,Add Tech Support
3696-XRIEN,25,Low,0.2469,50,One year,DSL,82.5,Relationship check-in
9839-ETQOE,25,Low,0.2468,43,Month-to-month,DSL,40.45,Offer a term contract; Add Tech Support
3407-QGWLG,25,Low,0.2467,3,Month-to-month,No,20.05,Offer a term contract; Move to automatic payment
2200-DSAAL,25,Low,0.2466,68,Two year,DSL,80.65,Add Online Security (incentive); Add Tech Support
6490-FGZAT,25,Low,0.2465,6,Month-to-month,No,20.65,Offer a term contract; Move to automatic payment
0187-WZNAB,25,Low,0.2465,27,Month-to-month,Fiber optic,74.4,Offer a term contract; Add Tech Support
6837-BJYDQ,25,Low,0.2465,3,One year,No,19.6,Move to automatic payment
3099-OONVS,25,Low,0.2462,25,Month-to-month,DSL,54.3,Offer a term contract; Move to automatic payment
6869-FGJJC,25,Low,0.2459,68,One year,Fiber optic,79.6,Add Online Security (incentive); Add Tech Support
3705-RHRFR,25,Low,0.2459,69,Two year,Fiber optic,99.15,Add Tech Support
6933-FHBZC,25,Low,0.2457,26,One year,DSL,56.05,Add Online Security (incentive); Add Tech Support
2434-EEVDB,25,Low,0.2455,64,Two year,Fiber optic,94.6,Add Tech Support
5574-NXZIU,25,Low,0.2454,63,Two year,Fiber optic,109.2,Relationship check-in
5049-MUBWG,25,Low,0.2452,26,One year,DSL,75.0,Relationship check-in
9932-WBWIK,24,Low,0.2449,11,Month-to-month,No,20.35,Offer a term contract; Move to automatic payment
8930-XOTDP,24,Low,0.2448,18,Month-to-month,DSL,55.95,Offer a term contract; Add Online Security (incentive)
7785-RDVIG,24,Low,0.2447,3,Month-to-month,No,19.3,Offer a term contract; Move to automatic payment
2546-KZAAT,24,Low,0.2446,52,One year,DSL,75.4,Add Tech Support; Move to automatic payment
3154-CFSZG,24,Low,0.2445,47,Month-to-month,Fiber optic,90.05,Offer a term contract; Add Tech Support
1345-GKDZZ,24,Low,0.2442,6,Month-to-month,No,19.55,Offer a term contract; Move to automatic payment
5327-CNLUQ,24,Low,0.2441,48,Two year,Fiber optic,96.9,Add Tech Support
3404-JNXAX,24,Low,0.2441,51,Month-to-month,Fiber optic,80.75,Offer a term contract; Add Online Security (incentive)
4854-SSLTN,24,Low,0.2437,2,Two year,DSL,59.5,Move to automatic payment
4565-EVZMJ,24,Low,0.2435,47,One year,DSL,58.9,Move to automatic payment
6621-YOBKI,24,Low,0.2435,5,Month-to-month,No,20.35,Offer a term contract; Move to automatic payment
2925-MXLSX,24,Low,0.2434,30,One year,DSL,68.95,Add Online Security (incentive); Add Tech Support
4654-GGUII,24,Low,0.2433,18,One year,DSL,40.2,Move to automatic payment
0208-BPQEJ,24,Low,0.2433,12,Month-to-month,No,19.4,Offer a term contract
9386-LDCZR,24,Low,0.2432,43,One year,Fiber optic,90.65,Relationship check-in
5304-EFJLP,24,Low,0.2432,72,Two year,Fiber optic,111.65,Add Online Security (incentive)
8727-XDPUD,24,Low,0.2428,37,Two year,DSL,35.8,Add Online Security (incentive); Add Tech Support
9364-YKUVW,24,Low,0.2427,15,Month-to-month,No,19.8,Offer a term contract; Move to automatic payment
7690-KPNCU,24,Low,0.2426,64,One year,DSL,73.05,Add Tech Support
7753-USQYQ,24,Low,0.2425,55,One year,DSL,64.2,Add Online Security (incentive); Move to automatic payment
8929-KSWIH,24,Low,0.2425,25,Two year,Fiber optic,99.3,Add Online Security (incentive)
7140-ADSMJ,24,Low,0.2421,8,Month-to-month,No,20.45,Offer a term contract
1385-TQOZW,24,Low,0.2421,9,Month-to-month,No,20.45,Offer a term contract
2717-HVIZY,24,Low,0.242,8,Month-to-month,No,20.05,Offer a term contract; Move to automatic payment
6648-INWPS,24,Low,0.2418,16,Month-to-month,No,20.15,Offer a term contract; Move to automatic payment
3724-UCSHY,24,Low,0.2417,6,Month-to-month,No,19.55,Offer a term contract; Move to automatic payment
1137-DGOWI,24,Low,0.2416,30,One year,DSL,70.25,Add Online Security (incentive)
5846-QFDFI,24,Low,0.2415,33,Month-to-month,Fiber optic,88.6,Offer a term contract; Add Online Security (incentive)
8404-VLQFB,24,Low,0.2415,15,Month-to-month,No,25.25,Offer a term contract; Move to automatic payment
6353-BRMMA,24,Low,0.2414,54,Month-to-month,Fiber optic,104.1,Offer a term contract; Add Tech Support
3077-RSNTJ,24,Low,0.2412,6,Month-to-month,No,19.7,Offer a term contract; Move to automatic payment
7777-UNYHB,24,Low,0.241,12,Month-to-month,No,20.1,Offer a term contract
2144-ESWKO,24,Low,0.241,43,One year,DSL,35.2,Add Tech Support
4304-TSPVK,24,Low,0.241,68,Two year,Fiber optic,114.9,Relationship check-in
5740-YHGTW,24,Low,0.2409,70,Month-to-month,Fiber optic,97.55,Offer a term contract; Add Tech Support
0083-PIVIK,24,Low,0.2408,64,One year,DSL,81.25,Move to automatic payment
8231-BSWXX,24,Low,0.2408,71,One year,Fiber optic,79.05,Add Online Security (incentive); Add Tech Support
2239-CFOUJ,24,Low,0.2407,1,One year,No,20.4,Move to automatic payment
6543-JXSOO,24,Low,0.2407,23,One year,DSL,57.75,Move to automatic payment
6476-YHMGA,24,Low,0.2407,15,Month-to-month,DSL,76.5,Offer a term contract; Add Online Security (incentive)
6838-HVLXG,24,Low,0.2406,12,Month-to-month,No,20.3,Offer a term contract; Move to automatic payment
9861-PDSZP,24,Low,0.2404,72,Two year,Fiber optic,108.05,Add Online Security (incentive)
5989-OMNJE,24,Low,0.2404,24,One year,DSL,57.6,Add Tech Support; Move to automatic payment
8221-EQDGL,24,Low,0.2403,35,Month-to-month,DSL,61.0,Offer a term contract; Add Tech Support
4310-KEDTB,24,Low,0.2401,26,Month-to-month,DSL,29.8,Offer a term contract; Add Online Security (incentive)
3115-JPJDD,24,Low,0.2401,59,One year,Fiber optic,81.25,Add Tech Support
3470-BTGQO,24,Low,0.24,21,Month-to-month,DSL,45.65,Offer a term contract; Add Online Security (incentive)
8439-LTUGF,24,Low,0.24,10,Month-to-month,No,20.0,Offer a term contract
1925-GMVBW,24,Low,0.24,5,Month-to-month,No,20.55,Offer a term contract
1061-PNTHC,24,Low,0.2396,56,Month-to-month,Fiber optic,109.6,Offer a term contract; Move to automatic payment
0458-HEUZG,24,Low,0.2394,13,Two year,DSL,35.4,Add Online Security (incentive); Move to automatic payment
3466-BYAVD,24,Low,0.2394,15,Month-to-month,DSL,69.5,Offer a term contract; Add Online Security (incentive)
4806-DXQCE,24,Low,0.2392,70,Two year,Fiber optic,113.65,Move to automatic payment
7426-WEIJX,24,Low,0.2392,60,Month-to-month,Fiber optic,80.95,Offer a term contract; Add Tech Support
2890-WFBHU,24,Low,0.239,59,One year,DSL,79.85,Relationship check-in
7764-BDPEE,24,Low,0.2389,3,Month-to-month,No,20.85,Offer a term contract; Move to automatic payment
5386-THSLQ,24,Low,0.2386,66,One year,DSL,45.55,Add Online Security (incentive); Add Tech Support
7925-PNRGI,24,Low,0.2383,45,Month-to-month,DSL,81.3,Offer a term contract; Move to automatic payment
7299-GNVPL,24,Low,0.238,23,Month-to-month,Fiber optic,84.4,Offer a term contract; Move to automatic payment
8788-DOXSU,24,Low,0.2379,59,One year,DSL,61.35,Add Online Security (incentive); Add Tech Support
5829-NVSQN,24,Low,0.2379,23,One year,DSL,68.75,Relationship check-in
7841-FCRQD,24,Low,0.2379,33,One year,DSL,53.75,Add Online Security (incentive)
9330-VOFSZ,24,Low,0.2376,60,Two year,Fiber optic,110.8,Add Online Security (incentive)
9432-RUVSL,24,Low,0.2374,48,Two year,Fiber optic,102.5,Relationship check-in
2371-JUNGC,24,Low,0.2362,11,Month-to-month,No,20.25,Offer a term contract; Move to automatic payment
4049-ZPALD,24,Low,0.2362,64,Two year,Fiber optic,99.0,Add Tech Support
8647-SDTWQ,24,Low,0.2361,57,Month-to-month,Fiber optic,74.3,Offer a term contract; Add Online Security (incentive)
0564-MUUQK,24,Low,0.236,20,Month-to-month,Fiber optic,95.5,Offer a term contract; Add Online Security (incentive)
4667-QONEA,24,Low,0.2356,60,One year,DSL,74.85,Relationship check-in
1136-XGEQU,24,Low,0.2355,50,One year,DSL,84.15,Add Online Security (incentive)
5504-WSIUR,24,Low,0.2355,70,One year,Fiber optic,90.25,Add Online Security (incentive)
4328-VUFWD,24,Low,0.2353,39,One year,DSL,59.3,Add Online Security (incentive); Move to automatic payment
7901-IIDQV,23,Low,0.2349,24,One year,DSL,54.6,Add Online Security (incentive)
0384-LPITE,23,Low,0.2347,40,One year,DSL,62.05,Add Tech Support
6478-HRRCZ,23,Low,0.2346,32,One year,DSL,70.5,Move to automatic payment
1291-CUOCY,23,Low,0.2346,72,Two year,Fiber optic,110.6,Add Online Security (incentive)
4903-CNOZC,23,Low,0.2344,29,One year,DSL,70.9,Add Online Security (incentive); Add Tech Support
6258-NGCNG,23,Low,0.2343,7,Month-to-month,No,23.5,Offer a term contract; Move to automatic payment
3192-LNKRK,23,Low,0.2342,34,Month-to-month,Fiber optic,84.05,Offer a term contract; Add Online Security (incentive)
3340-QBBFM,23,Low,0.2341,36,One year,DSL,54.1,Add Online Security (incentive)
0106-UGRDO,23,Low,0.2341,69,Two year,Fiber optic,116.0,Move to automatic payment
7989-VCQOH,23,Low,0.234,18,Month-to-month,DSL,83.25,Offer a term contract; Move to automatic payment
9127-QRZMH,23,Low,0.2339,44,One year,DSL,59.85,Relationship check-in
4598-ZADCK,23,Low,0.2338,53,One year,DSL,53.6,Move to automatic payment
8932-CZHRQ,23,Low,0.2334,68,One year,DSL,76.75,Add Tech Support
3442-ZHHCC,23,Low,0.2332,68,One year,DSL,76.9,Add Tech Support
8224-UAXBZ,23,Low,0.2331,58,One year,DSL,45.35,Add Tech Support; Move to automatic payment
6048-UWKAL,23,Low,0.2329,69,Two year,Fiber optic,105.4,Add Online Security (incentive)
1154-HYWWO,23,Low,0.2329,38,One year,DSL,70.6,Move to automatic payment
5090-EMGTC,23,Low,0.2329,59,Two year,Fiber optic,100.05,Add Online Security (incentive); Move to automatic payment
9411-TPQQV,23,Low,0.2328,40,One year,DSL,54.55,Relationship check-in
9570-KYEUA,23,Low,0.2328,64,Two year,Fiber optic,99.25,Relationship check-in
5499-ECUTN,23,Low,0.2325,47,One year,DSL,66.05,Add Tech Support
8033-ATFAS,23,Low,0.2322,39,Month-to-month,DSL,59.85,Offer a term contract; Add Online Security (incentive)
2520-SGTTA,23,Low,0.232,0,Two year,No,20.0,Move to automatic payment
0975-UYDTX,23,Low,0.2318,26,One year,DSL,90.1,Relationship check-in
3572-UOLYZ,23,Low,0.2318,46,Month-to-month,Fiber optic,84.8,Offer a term contract; Add Online Security (incentive)
5203-XEHAX,23,Low,0.2315,34,One year,DSL,64.35,Add Tech Support; Move to automatic payment
3209-ZPKFI,23,Low,0.2311,47,Month-to-month,DSL,54.25,Offer a term contract; Add Online Security (incentive)
2636-SJDOU,23,Low,0.2309,64,One year,Fiber optic,84.3,Add Tech Support
2985-JUUBZ,23,Low,0.2308,40,Month-to-month,DSL,74.55,Offer a term contract; Add Online Security (incentive)
1784-BXEFA,23,Low,0.2308,10,Month-to-month,No,20.55,Offer a term contract; Move to automatic payment
0454-OKRCT,23,Low,0.2308,33,Two year,Fiber optic,80.6,Add Online Security (incentive)
2361-UPSND,23,Low,0.2308,46,One year,DSL,70.6,Move to automatic payment
0392-BZIUW,23,Low,0.2307,72,Two year,Fiber optic,105.0,Add Tech Support
3524-WQDSG,23,Low,0.2307,43,Month-to-month,Fiber optic,99.3,Offer a term contract; Add Online Security (incentive)
0594-UFTUL,23,Low,0.2306,13,Month-to-month,No,19.85,Offer a term contract; Move to automatic payment
5756-OZRIO,23,Low,0.2305,61,One year,DSL,64.05,Add Online Security (incentive); Add Tech Support
3229-USWAR,23,Low,0.2303,34,One year,DSL,79.95,Relationship check-in
5278-PNYOX,23,Low,0.2302,49,Two year,Fiber optic,100.65,Add Online Security (incentive)
3156-QLHBO,23,Low,0.23,2,Month-to-month,No,19.25,Offer a term contract; Move to automatic payment
0946-FKYTX,23,Low,0.2299,52,One year,DSL,30.1,Add Online Security (incentive); Add Tech Support
0820-FNRNX,23,Low,0.2297,17,Month-to-month,DSL,66.7,Offer a term contract; Add Online Security (incentive)
6253-WRFHY,23,Low,0.2295,13,One year,DSL,64.75,Add Online Security (incentive); Add Tech Support
9330-DHBFL,23,Low,0.2293,23,One year,DSL,66.25,Move to automatic payment
9845-PEEKO,23,Low,0.2293,59,Two year,Fiber optic,79.2,Add Online Security (incentive); Add Tech Support
4072-IPYLT,23,Low,0.2293,36,Month-to-month,DSL,51.05,Offer a term contract; Add Tech Support
0377-JBKKT,23,Low,0.2292,22,Month-to-month,DSL,57.95,Offer a term contract; Move to automatic payment
1104-FEJAM,23,Low,0.2291,28,Month-to-month,DSL,64.4,Offer a term contract; Add Online Security (incentive)
0285-INHLN,23,Low,0.229,27,Month-to-month,DSL,54.75,Offer a term contract; Add Tech Support
6131-JLWZM,23,Low,0.2288,13,Month-to-month,No,20.3,Offer a term contract; Move to automatic payment
6040-CGACY,23,Low,0.2288,15,Month-to-month,No,19.6,Offer a term contract; Move to automatic payment
4626-OZDTJ,23,Low,0.2286,51,One year,DSL,78.65,Add Online Security (incentive)
1576-PFZIW,23,Low,0.2286,70,Two year,Fiber optic,105.35,Add Tech Support
6260-XLACS,23,Low,0.2286,4,One year,No,19.7,Move to automatic payment
1179-INLAT,23,Low,0.2286,3,One year,No,19.45,Move to automatic payment
1174-FGIFN,23,Low,0.2284,28,One year,Fiber optic,90.45,Add Online Security (incentive); Move to automatic payment
1395-OFUWC,23,Low,0.2282,43,Month-to-month,DSL,29.3,Offer a term contract; Add Online Security (incentive)
3551-GAEGL,23,Low,0.2279,34,One year,DSL,30.4,Add Tech Support
9512-PHSMG,23,Low,0.2278,10,Month-to-month,No,20.55,Offer a term contract; Move to automatic payment
2364-UFROM,23,Low,0.2277,30,One year,DSL,70.4,Move to automatic payment
0533-UCAAU,23,Low,0.2276,57,One year,DSL,71.1,Add Online Security (incentive); Add Tech Support
0396-UKGAI,23,Low,0.2274,23,Month-to-month,DSL,55.3,Offer a term contract; Add Online Security (incentive)
8313-AFGBW,23,Low,0.2272,47,Two year,DSL,73.6,Add Online Security (incentive); Add Tech Support
1338-CECEE,23,Low,0.2271,41,One year,DSL,68.5,Add Online Security (incentive); Add Tech Support
9555-SAHUZ,23,Low,0.2271,38,Month-to-month,DSL,54.5,Offer a term contract; Add Tech Support
8406-LNMHF,23,Low,0.227,59,One year,Fiber optic,82.95,Add Tech Support
8311-UEUAB,23,Low,0.2268,67,Two year,DSL,75.5,Add Tech Support; Move to automatic payment
1222-LRYKO,23,Low,0.2268,6,Month-to-month,No,26.35,Offer a term contract; Move to automatic payment
9894-QMIMJ,23,Low,0.2268,23,One year,DSL,55.8,Add Online Security (incentive); Add Tech Support
2192-CKRLV,23,Low,0.2267,72,Two year,DSL,49.2,Add Tech Support; Move to automatic payment
3062-ICYZQ,23,Low,0.2267,51,Month-to-month,Fiber optic,93.8,Offer a term contract; Add Tech Support
0635-WKOLD,23,Low,0.2265,40,One year,DSL,70.75,Add Online Security (incentive)
4134-BSXLX,23,Low,0.2265,28,Month-to-month,DSL,60.9,Offer a term contract; Move to automatic payment
3397-AVTKU,23,Low,0.2264,43,Two year,DSL,60.0,Add Online Security (incentive); Add Tech Support
5944-UGLLK,23,Low,0.226,53,One year,DSL,54.9,Add Online Security (incentive)
7706-DZNKK,23,Low,0.2259,11,Month-to-month,No,20.45,Offer a term contract
6194-HBGQN,23,Low,0.2259,51,One year,DSL,81.15,Relationship check-in
2775-SEFEE,23,Low,0.2259,0,Two year,DSL,61.9,Relationship check-in
5716-EZXZN,23,Low,0.2255,65,Two year,Fiber optic,99.05,Relationship check-in
1088-CNNKB,23,Low,0.2252,63,One year,DSL,80.0,Relationship check-in
3205-MXZRA,22,Low,0.2249,26,One year,DSL,59.45,Add Online Security (incentive)
8853-TZDGH,22,Low,0.2244,72,Two year,Fiber optic,111.6,Add Online Security (incentive)
5857-XRECV,22,Low,0.2244,2,One year,No,20.5,Relationship check-in
4829-ZLJTK,22,Low,0.2244,72,Two year,Fiber optic,112.4,Add Tech Support; Move to automatic payment
6036-TTFYU,22,Low,0.2239,16,Month-to-month,No,19.6,Offer a term contract; Move to automatic payment
8246-SHFGA,22,Low,0.2237,17,Month-to-month,No,21.1,Offer a term contract
6440-DKQGE,22,Low,0.2236,30,One year,DSL,64.5,Add Online Security (incentive); Add Tech Support
6893-ODYYE,22,Low,0.2233,50,One year,Fiber optic,90.1,Relationship check-in
7919-ZODZZ,22,Low,0.2232,10,One year,DSL,65.9,Add Online Security (incentive); Add Tech Support
2522-WLNSF,22,Low,0.2232,34,One year,DSL,64.2,Add Online Security (incentive)
9754-CLVZW,22,Low,0.2231,26,Month-to-month,DSL,38.85,Offer a term contract
0930-EHUZA,22,Low,0.2231,36,One year,DSL,76.35,Move to automatic payment
8559-WNQZS,22,Low,0.2227,1,Two year,No,20.45,Move to automatic payment
8226-BXGES,22,Low,0.2227,64,One year,Fiber optic,89.45,Add Tech Support
4097-YODCF,22,Low,0.2226,34,One year,Fiber optic,103.8,Add Tech Support; Move to automatic payment
7989-AWGEH,22,Low,0.2224,49,Month-to-month,DSL,39.2,Offer a term contract; Add Tech Support
9052-DHNKM,22,Low,0.2223,26,One year,DSL,61.55,Add Tech Support; Move to automatic payment
6352-GIGGQ,22,Low,0.2221,67,One year,DSL,88.8,Relationship check-in
0380-ZCSBI,22,Low,0.2218,10,Month-to-month,No,20.0,Offer a term contract
5915-DGNVC,22,Low,0.2217,49,One year,DSL,71.8,Add Tech Support; Move to automatic payment
4544-RXFMG,22,Low,0.2215,8,One year,DSL,43.45,Add Online Security (incentive); Add Tech Support
9924-JPRMC,22,Low,0.2212,72,Two year,Fiber optic,118.2,Move to automatic payment
0076-LVEPS,22,Low,0.2209,29,Month-to-month,DSL,45.0,Offer a term contract; Move to automatic payment
2023-VQFDL,22,Low,0.2209,18,Month-to-month,No,19.0,Offer a term contract; Move to automatic payment
5256-SKJGO,22,Low,0.2208,64,Two year,DSL,54.6,Add Online Security (incentive); Move to automatic payment
2959-EEXWB,22,Low,0.2207,45,Month-to-month,DSL,50.9,Offer a term contract; Add Tech Support
8003-EWNDZ,22,Low,0.2203,10,Month-to-month,No,21.2,Offer a term contract; Move to automatic payment
8348-JLBUG,22,Low,0.2203,64,One year,Fiber optic,80.3,Add Tech Support
0074-HDKDG,22,Low,0.2202,25,One year,DSL,61.6,Add Tech Support
0134-XWXCE,22,Low,0.2201,44,One year,DSL,74.85,Add Online Security (incentive)
4909-JOUPP,22,Low,0.2201,72,Two year,Fiber optic,109.7,Add Online Security (incentive)
6502-KUGLL,22,Low,0.2201,14,Month-to-month,DSL,59.45,Offer a term contract
4922-CVPDX,22,Low,0.22,26,Two year,DSL,73.5,Add Online Security (incentive); Add Tech Support
4797-MIWUM,22,Low,0.22,7,Month-to-month,No,20.25,Offer a term contract
5110-CHOPY,22,Low,0.2195,60,Two year,DSL,53.6,Add Tech Support; Move to automatic payment
4547-FZJWE,22,Low,0.2191,55,One year,DSL,59.45,Add Tech Support
9720-JJJOR,22,Low,0.219,41,One year,DSL,60.3,Add Tech Support
8109-YUOHE,22,Low,0.2186,17,One year,DSL,56.1,Add Tech Support; Move to automatic payment
4137-JOPHL,22,Low,0.2184,50,Two year,Fiber optic,89.7,Add Online Security (incentive)
4767-HZZHQ,22,Low,0.2183,30,Month-to-month,Fiber optic,82.05,Offer a term contract; Add Online Security (incentive)
8220-OCUFY,22,Low,0.2179,21,One year,DSL,60.25,Move to automatic payment
3318-ISQFQ,22,Low,0.2179,20,Month-to-month,No,19.5,Offer a term contract
0104-PPXDV,22,Low,0.2179,58,One year,DSL,50.3,Add Online Security (incentive); Add Tech Support
3541-ZNUHK,22,Low,0.2174,55,Month-to-month,Fiber optic,85.1,Offer a term contract; Add Tech Support
7929-SKFGK,22,Low,0.2173,70,Two year,Fiber optic,114.3,Relationship check-in
3982-DQLUS,22,Low,0.2172,65,Month-to-month,Fiber optic,85.75,Offer a term contract; Add Tech Support
7445-WMRBW,22,Low,0.217,48,One year,DSL,73.85,Add Online Security (incentive)
7833-PKIHD,22,Low,0.2169,51,One year,DSL,76.4,Relationship check-in
1257-SXUXQ,22,Low,0.2166,5,Month-to-month,No,19.45,Offer a term contract; Move to automatic payment
